(a, b): f, c, d, e, g, h, i, j, n, za, zc, ze, zzh, zzr, zm, zz, zzo, zzze, zzzh, zzzi, zzzq, zl, zzd, zzzg, zzzu, r, t, u, v, w, zb, zj, zn, zq, zx, zzb, zzj, zzl, zzp, zzq, zzs, zzw, zzy, zzzm, zzzn, zzzo, zzzs, zzzt, zzzv, k, l, m, o, p, q, x, y, z, zf, zg, zh, zi, zk, zo, zp, zs, zt, zu, zv, zw, zy, zza, zzc, zze, zzf, zzg, zzi, zzk, zzm, zzn, zzt, zzu, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzf, zzzj, zzzk, zzzl, zzzp, zzzr, s, zd, zr, zzzd
(p, zzn): b, j, s, zg, zi, zn, zp, zv, zz, zzk, zzm, e, u, za, zd, zzo, zzr, zzw, zzzl, zzzu, zzzv, a, c, d, f, g, h, i, k, l, m, n, o, q, r, t, v, w, x, y, z, zb, zc, ze, zf, zh, zj, zk, zl, zm, zo, zq, zr, zs, zt, zu, zw, zx, zy, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzl, zzp, zzq, zzs, zzt, zzu, zzv, zzx, zzy, zzz, zzza, zzzb, zzzc, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzm, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzd, zzzh, zzzn
(p, zzo): b, a, o, ze, zi, zj, zs, zv, zzn, j, g, c, k, s, zd, zzc, zzu, zzzi, zzzq, zzs, zzw, zzy, d, e, f, h, i, l, m, n, q, r, t, u, v, w, x, y, z, za, zb, zc, zf, zg, zh, zk, zl, zm, zn, zo, zp, zq, zr, zt, zu, zw, zx, zy, zz, zza, zzb, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzm, zzl, zzp, zzq, zzr, zzt, zzv, zzx, zzz, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzh, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzp, zzzs, zzzu, zzk, zzzr, zzzt, zzzv
(p, zzp): e, c, v, zzi, zzl, a, ze, zh, zy, zzzi, zzz, zzzh, b, d, f, g, h, i, j, k, l, m, n, o, q, r, s, t, u, w, x, y, z, za, zb, zc, zd, zf, zg, zi, zj, zk, zl, zm, zn, zp, zq, zr, zs, zt, zu, zv, zw, zx, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzj, zzk, zzm, zzn, zzo, zo, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzzb, zzzc, zzze, zzzf, zzzg, zzzj, zzzk, zzzl, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv, zzza, zzzd, zzzm
(p, zzq): h, c, e, s, z, zi, g, i, a, b, m, t, zc, zl, zv, zzw, zzzm, zzzr, zzzt, zzzu, d, f, j, k, l, n, o, q, r, u, v, w, x, y, za, zb, zd, ze, zf, zg, zh, zj, zk, zm, zn, zo, zp, zq, zr, zs, zt, zu, zw, zx, zy, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzr, zzs, zzt, zzu, zzv, zzx, zzy, zzz, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzl, zzzn, zzzo, zzzp, zzzq, zzzs, zzzk, zzzv
(p, zzr): a, d, f, i, ze, zf, zh, zk, zu, zv, zy, zzn, h, j, v, x, zd, zt, zzze, zzt, zzzc, zzzq, b, c, e, g, k, l, m, n, o, q, r, s, t, u, w, y, z, za, zb, zc, zg, zi, zj, zl, zm, zn, zo, zp, zq, zr, zs, zw, zx, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzo, zzp, zzq, zzs, zzu, zzv, zzx, zzy, zzz, zzza, zzzb, zzzd, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzp, zzzs, zzzt, zzzu, zzw, zzzo, zzzr, zzzv
(p, zzs): b, c, d, g, zu, zze, f, h, j, a, k, s, zb, zi, zzm, zzo, zzv, zzzn, zzy, e, i, l, m, n, o, q, r, t, u, v, w, x, y, z, za, zc, zd, ze, zf, zg, zh, zj, zk, zl, zm, zn, zo, zp, zq, zr, zs, zt, zv, zw, zx, zy, zz, zza, zzb, zzd, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzn, zzp, zzq, zzr, zzt, zzu, zzw, zzx, zzz, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzl, zzzm, zzzo, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv, zzc, zzzh, zzzp
(p, zzt): h, k, v, zg, zl, zv, zw, e, j, n, s, za, zzc, zzj, zzl, zzr, zzy, zzzi, zzzk, zzzd, zzzl, a, b, c, d, f, g, i, l, m, o, q, r, t, u, w, x, y, z, zb, zc, zd, ze, zh, zi, zj, zk, zm, zn, zo, zp, zq, zr, zs, zt, zu, zx, zy, zz, zza, zzb, zzd, zze, zzf, zzg, zzh, zzi, zzk, zzm, zzn, zzo, zzp, zzq, zzs, zf, zzw, zzx, zzz, zzza, zzzb, zzzc, zzze, zzzf, zzzg, zzzh, zzzj, zzzm, zzzn, zzzo, zzzq, zzzr, zzzs, zzzt, zzzv, zzu, zzv, zzzp, zzzu
(p, zzu): v, zf, zi, zk, zo, zzb, zzi, zzo, h, n, zy, zzf, zzx, a, b, c, d, e, f, g, i, j, k, l, m, o, q, r, s, t, u, x, y, z, za, zb, zc, zd, ze, zg, zh, zj, zl, zm, zn, zp, zq, zs, zt, zu, zv, zw, zx, zz, zza, zzc, zzd, zze, zzg, zzh, zzj, zzk, zzl, zzm, zzn, zzp, zzq, zzr, zzs, zzt, w, zr, zzv, zzw, zzy, zzz, zzza, zzzb, zzzc, zzzd, zzzf, zzzg, zzzh, zzzj, zzzk, zzzl, zzzm, zzzn, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv, zzze, zzzi, zzzo
(p, zzv): f, k, ze, zj, zq, zzi, zzj, zzs, d, g, r, s, zm, zzzb, zzy, zzzk, a, b, c, e, h, i, j, l, m, n, o, q, t, u, v, w, x, y, z, za, zb, zc, zd, zf, zg, zh, zi, zk, zn, zo, zp, zr, zs, zt, zu, zv, zw, zx, zy, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzt, zzu, zzw, zzx, zzz, zzza, zzzc, zzzd, zzze, zzzf, zzzh, zzzi, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv, zl, zzzg, zzzj
(p, zzw): f, j, m, n, w, y, zp, zx, zz, zzn, zzq, a, zc, zs, zt, zu, zza, zzf, zzo, zzzg, zzzk, zzzp, zzzt, zzzo, zzzq, b, c, d, e, g, h, i, k, l, o, q, r, s, t, u, v, x, z, za, zb, zd, ze, zf, zg, zh, zi, zj, zk, zl, zm, zn, zo, zq, zr, zv, zw, zy, zzb, zzc, zzd, zze, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzp, zzr, zzs, zzt, zzu, zzv, zzx, zzy, zzz, zzza, zzzb, zzzc, zzze, zzzf, zzzh, zzzi, zzzj, zzzl, zzzm, zzzn, zzzr, zzzs, zzzu, zzzv, zzzd
(p, zzx): f, za, zzb, zzu, c, g, b, m, o, u, x, zq, zr, zza, zzh, zzj, zzze, zzzu, a, d, e, h, i, j, k, l, n, q, r, s, t, v, w, y, z, zb, zc, zd, ze, zf, zg, zh, zi, zj, zk, zl, zm, zn, zo, zp, zs, zt, zu, zv, zw, zx, zy, zz, zzc, zzd, zze, zzf, zzg, zzi, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzv, zzw, zzy, zzz, zzza, zzzc, zzzd, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzb, zzzv
(p, zzy): g, zg, zze, zzf, zzh, zzt, c, a, zc, ze, zzo, zzs, zzv, zzzb, zzzk, zzza, zzzh, b, d, e, f, h, i, j, k, l, m, n, o, q, r, s, t, u, v, w, x, y, z, za, zb, zd, zf, zh, zi, zj, zk, zl, zm, zn, zo, zp, zq, zr, zs, zt, zu, zv, zw, zx, zy, zz, zza, zzb, zzc, zzd, zzg, zzi, zzj, zzk, zzl, zzm, zzn, zzp, zzq, zzr, zzu, zzw, zzx, zzz, zzzc, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv
(p, zzz): e, h, x, zh, zx, zzd, zzf, zzl, d, b, za, zs, zu, zz, zzb, zzp, zzzb, zzzk, zzzq, zzzr, zzzu, a, c, f, g, i, j, k, l, m, n, o, q, r, s, t, u, v, w, z, zb, zc, zd, ze, zf, zg, zi, zj, zk, zl, zm, zn, zo, zp, zq, zr, zt, zv, zw, zy, zza, zzc, zze, zzg, zzh, zzi, zzj, zzm, zzn, zzo, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, y, zzk, zzza, zzzd, zzzf, zzzg, zzzh, zzzi, zzzj, zzzl, zzzn, zzzo, zzzp, zzzs, zzzv, zzzc, zzze, zzzm, zzzt
(p, zzza): g, zn, zt, zzj, f, m, q, r, zx, zy, zzb, zzm, zzy, zzzg, zzzo, zzzf, zzzn, a, b, c, d, e, h, i, j, k, l, n, o, s, t, u, v, w, x, y, z, za, zb, zc, zd, ze, zf, zg, zh, zi, zj, zk, zl, zm, zo, zp, zq, zr, zs, zu, zv, zw, zz, zza, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzk, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzz, zzzb, zzzc, zzzd, zzze, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzzp, zzzr, zzzt, zzzu, zzzv, zzl, zzzq, zzzs
(p, zzzb): e, h, d, f, i, k, v, zd, zg, zo, zs, zzv, zzy, o, q, t, w, x, zk, zz, zzz, zzzo, zzzc, a, b, c, g, j, l, m, n, r, s, u, y, z, za, zb, zc, ze, zf, zh, zi, zj, zl, zm, zn, zp, zq, zr, zt, zu, zv, zw, zx, zy, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzw, zzx, zzza, zzzd, zzzf, zzzg, zzzi, zzzj, zzzk, zzzm, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv, zzzh, zzzl, zzzn, zzze
(p, zzzc): b, l, v, z, zzd, f, d, k, m, o, s, zo, zq, zr, zw, zza, zzr, zzzb, zzzj, zzzs, zzzt, zzzv, zzzl, a, c, e, g, h, i, j, n, q, r, t, u, w, x, y, za, zb, zc, zd, ze, zf, zg, zh, zi, zj, zk, zl, zm, zn, zp, zs, zt, zu, zv, zx, zy, zz, zzb, zzc, zze, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzk, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzu
(p, zzzd): j, e, g, k, t, zb, zc, zf, zh, zt, zw, zzf, i, f, b, o, za, zx, zze, zzm, zzt, zzzi, zzzo, a, c, d, h, l, m, n, q, r, s, u, v, w, x, y, z, zd, ze, zg, zi, zj, zl, zm, zn, zo, zp, zq, zr, zs, zu, zv, zy, zz, zza, zzb, zzc, zzd, zzg, zzh, zzi, zzj, zzk, zzl, zzn, zzo, zzp, zzq, zzr, zzs, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzb, zzzc, zk, zzze, zzzf, zzzg, zzzh, zzzj, zzzk, zzzl, zzzm, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv, zzzn
(p, zzze): j, a, zc, zz, zzc, zzr, v, zf, zg, zj, zm, zw, zzk, zzx, b, c, d, e, f, g, h, i, k, l, m, n, o, q, r, s, t, u, w, x, y, z, za, zb, zd, ze, zh, zi, zk, zl, zn, zo, zp, zq, zr, zs, zt, zu, zv, zx, zy, zza, zzb, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzl, zzm, zzn, zzo, zzp, zzq, zzs, zzt, zzu, zzv, zzw, zzy, zzz, zzza, zzzc, zzzd, zzzb, zzzf, zzzg, zzzh, zzzi, zzzj, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzs, zzzt, zzzv, zzzk, zzzr, zzzu
(p, zzzf): c, h, z, zg, zl, zx, b, d, r, s, zb, zv, zz, zzza, zzzk, a, e, f, g, i, j, k, l, m, n, o, q, t, u, v, w, x, y, za, zc, zd, ze, zf, zh, zi, zj, zk, zm, zn, zo, zp, zq, zr, zs, zt, zu, zy, zza, zzb, zzc, zzd, zze, zzf, zzg, zzi, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzzb, zzzc, zzzd, zzze, zw, zzh, zzzg, zzzh, zzzi, zzzj, zzzl, zzzm, zzzn, zzzo, zzzp, zzzr, zzzt, zzzu, zzzv, zzzq, zzzs
(p, zzzg): e, i, g, a, m, s, zc, zd, zg, zq, zx, zzk, zzw, zzza, d, zzzs, zzzr, b, c, f, h, j, k, l, n, o, q, r, t, u, v, w, x, y, z, za, zb, ze, zf, zh, zi, zj, zk, zl, zm, zn, zo, zp, zr, zs, zt, zu, zv, zw, zy, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzx, zzy, zzz, zzzb, zzzc, zzzd, zzze, zzzf, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzp, zzzq, zzzt, zzzu, zzzv, zzzo
(p, zzzh): e, a, l, zj, zo, zzi, f, q, s, t, v, ze, zf, zw, zy, zzp, zzy, zzzr, zzzt, b, c, d, g, h, i, j, k, m, n, o, r, u, w, x, y, z, za, zb, zc, zd, zg, zh, zi, zk, zl, zm, zn, zp, zq, zr, zs, zt, zu, zv, zx, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzj, zzk, zzl, zzm, zzn, zzo, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzz, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzs, zzzu, zzzv
(p, zzzi): a, zzo, zzp, zzt, zzzd, j, z, zh, zj, zza, zzi, zzzu, b, c, d, e, f, g, h, i, k, l, m, n, o, q, r, s, t, u, v, w, x, y, za, zb, zc, zd, ze, zf, zg, zi, zk, zl, zm, zn, zo, zp, zq, zr, zs, zt, zu, zv, zw, zx, zy, zz, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzj, zzk, zzl, zzm, zzn, zzq, zzr, zzs, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzb, zzzc, zzze, zzzf, zzzg, zzzh, zzzj, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzv, zzzk
(p, zzzj): c, e, b, d, t, za, zc, zzzc, h, w, zf, zg, zo, zzj, a, f, g, i, j, k, l, m, n, o, q, r, s, u, v, x, y, z, zb, zd, ze, zh, zi, zj, zk, zl, zm, zn, zp, zr, zs, zt, zu, zv, zw, zx, zy, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzb, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zq, zzzk, zzzm, zzzn, zzzp, zzzq, zzzr, zzzs, zzzt, zzzv, zzzl, zzzo, zzzu
(p, zzzk): h, i, r, zzt, zzw, zzy, c, b, e, z, zq, zzb, zzv, zzz, zzzf, zzzs, a, d, f, g, j, k, l, m, o, q, s, t, u, v, w, x, y, za, zb, zc, zd, ze, zf, zg, zh, zi, zj, zk, zl, zm, zn, zo, zp, zr, zs, zt, zu, zv, zw, zx, zy, zz, zza, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzu, zzx, zzza, zzzb, zzzc, zzzd, zzze, zzzg, zzzh, zzzj, n, zzzi, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzt, zzzu, zzzv
(p, zzzl): e, y, zr, zy, zz, zzn, k, n, o, v, zi, zq, zzf, zzh, zzi, zzt, zzzc, zzzm, zzzu, a, b, c, d, f, g, h, i, j, l, m, q, r, s, t, u, w, x, z, za, zb, zc, zd, ze, zf, zg, zh, zj, zk, zl, zm, zn, zo, zp, zs, zt, zu, zv, zw, zx, zza, zzb, zzc, zzd, zze, zzg, zzj, zzk, zzl, zzm, zzo, zzp, zzq, zzr, zzs, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzb, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzv
(p, zzzm): j, e, v, x, y, za, zn, zo, zy, zze, zzzl, a, b, zk, zzc, zzq, zzzn, zzzq, c, d, f, g, h, i, k, l, m, n, o, q, r, s, t, u, w, z, zb, zc, zd, ze, zf, zg, zh, zi, zj, zl, zm, zp, zq, zr, zs, zt, zu, zv, zw, zx, zz, zza, zzb, zzd, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzp, zzzr, zzzs, zzzt, zzzu, zzzv, zzzo
(p, zzzn): n, q, zg, zz, zzj, zzm, zzs, zzzm, i, a, j, zh, zzd, zzza, zzzu, zzzo, b, c, d, e, f, g, h, k, l, m, o, r, s, t, u, v, x, y, z, za, zb, zc, zd, ze, zf, zi, zj, zk, zl, zm, zn, zo, zp, zq, zr, zs, zt, zu, zv, zw, zx, zy, zza, zzb, zzc, zze, zzf, zzg, zzh, zzi, zzk, zzl, zzn, zzo, zzp, zzq, zzr, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzl, w, zzzp, zzzq, zzzr, zzzs, zzzt, zzzv
(p, zzzo): h, f, e, j, k, zz, zze, zzj, zzza, zzzb, g, a, w, zn, zu, zw, zy, zzw, zzzd, zzzn, b, c, d, i, l, m, n, o, q, r, s, t, u, v, x, y, z, za, zb, zc, zd, ze, zf, zg, zh, zi, zj, zk, zl, zm, zo, zp, zq, zr, zs, zt, zv, zx, zza, zzb, zzc, zzd, zzf, zzg, zzh, zzi, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzv, zzx, zzy, zzz, zzzc, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzu, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv
(p, zzzp): g, i, j, l, m, zj, zy, zzl, zzw, c, f, b, r, w, zb, zg, zh, zm, zzg, zzi, zzzq, a, d, e, h, k, n, o, q, s, t, u, v, x, y, z, za, zc, zd, ze, zf, zi, zk, zl, zn, zo, zp, zq, zr, zs, zt, zu, zv, zw, zx, zz, zza, zzb, zzc, zzd, zze, zzf, zzh, zzj, zzk, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzx, zzy, zzz, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzr, zzzs, zzzt, zzzu, zzzv
(p, zzzq): a, e, i, o, zk, zv, zze, zzo, zzzp, t, y, zc, zf, zh, zi, zm, zx, zzr, zzw, zzz, zzzm, c, d, f, g, h, j, b, k, l, m, n, q, r, s, u, v, w, x, z, za, zb, zd, ze, zg, zj, zl, zn, zo, zp, zq, zr, zs, zt, zu, zw, zy, zz, zza, zzb, zzc, zzd, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzn, zzp, zzq, zzs, zzt, zzu, zzv, zzx, zzy, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzl, zzzn, zzzo, zzzr, zzzs, zzzt, zzzu, zzzv
(p, zzzr): h, n, q, v, z, zl, zzd, zzzh, b, s, x, za, zf, zq, zzi, zzq, zzz, zzzg, a, c, d, e, f, g, i, j, k, l, m, o, r, t, u, w, y, zb, zc, zd, ze, zg, zh, zi, zj, zk, zm, zn, zo, zp, zr, zs, zt, zu, zv, zw, zx, zy, zz, zza, zzb, zzc, zze, zzf, zzg, zzh, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzs, zzzt, zzzu, zzzv
(p, zzzs): c, h, s, y, zb, zg, zz, zzd, zze, zzzc, zzzg, a, i, t, z, zi, zv, zzzk, zzzu, b, d, e, f, g, j, k, l, m, n, o, r, u, v, w, za, zc, zd, ze, zf, zh, zj, zk, zl, zm, zn, zo, zp, zq, zr, zs, zt, zu, zw, zx, zy, zza, zzb, zzc, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzb, zzzd, zzze, zzzf, zzzh, zzzi, zzzj, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, q, x, zzzt, zzzv
(p, zzzt): j, e, t, x, zb, ze, zf, zo, zv, zy, zzk, zzw, zzzc, h, a, r, z, zq, zz, zzq, zzzh, zzzu, b, c, d, f, g, i, k, l, m, n, o, q, s, u, v, w, y, za, zc, zd, zg, zh, zi, zj, zk, zl, zm, zn, zp, zr, zs, zt, zu, zw, zx, zza, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzl, zzm, zzn, zzo, zzp, zzr, zzs, zzt, zzu, zzv, zzx, zzy, zzz, zzza, zzzb, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzb, zzzv
(p, zzzu): j, a, d, f, k, v, zb, zl, zzn, zzzi, zzzl, zzzn, zzzt, b, h, o, w, zu, zw, zzq, zzx, zzz, zzzs, c, e, i, g, l, m, n, q, r, s, t, u, x, y, z, za, zc, zd, ze, zf, zg, zh, zi, zj, zk, zm, zn, zo, zp, zq, zr, zs, zt, zv, zx, zy, zz, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzi, zzj, zzk, zzl, zzm, zzo, zzp, zzr, zzs, zzt, zzu, zzv, zzw, zzy, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzg, zzzh, zzzj, zzzk, zzzm, zzzo, zzzp, zzzq, zzzr, zzzv
(p, zzzv): c, b, n, q, w, zd, zh, zm, zo, zz, zzj, zzzc, f, j, a, d, zk, zp, zzi, zzn, e, g, h, i, k, l, m, o, r, s, t, u, v, x, y, z, za, zb, zc, ze, zf, zg, zi, zj, zl, zn, zq, zr, zs, zt, zu, zv, zw, zx, zy, zza, zzb, zzc, zzd, zze, zzf, zzg, zzh, zzk, zzl, zzm, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzza, zzzb, zzzd, zzze, zzzf, zzzg, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu
(q, r): c, i, l, m, j, b, d, o, za, zo, zza, zzzn, zzzr, zzzv, s, zi, zq, zzg, zzza, zzzb, zzzh, a, e, f, h, g, k, n, p, t, u, v, w, x, z, zc, zd, ze, zf, zg, zh, zj, zk, zl, zm, zn, zp, zs, zt, zv, zw, zx, zy, zz, zzc, zzd, zzf, zzh, zzi, zzj, zzk, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzzc, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzm, zzzo, zzzp, zzzq, zzzt, zzzu, y, zb, zu, zzb, zze, zzl, zzzl, zr, zzzs
(q, s): c, i, l, m, j, b, d, o, za, zo, zza, zzzn, zzzr, zzzv, zi, zq, zzg, zzza, zzzb, zzzh, a, e, f, h, g, k, n, p, r, t, u, v, w, x, z, zc, zd, ze, zf, zg, zh, zj, zk, zl, zm, zn, zp, zs, zt, zv, zw, zx, zy, zz, zzc, zzd, zzf, zzh, zzi, zzj, zzk, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzzc, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzm, zzzo, zzzp, zzzq, zzzt, zzzu, y, zb, zu, zzb, zze, zzl, zzzl, zr, zzzs
(q, t): c, i, l, m, j, b, d, o, za, zo, zza, zzzn, zzzr, zzzv, s, zi, zq, zzg, zzza, zzzb, zzzh, a, e, f, h, g, k, n, p, r, u, v, w, x, z, zc, zd, ze, zf, zg, zh, zj, zk, zl, zm, zn, zp, zs, zt, zv, zw, zx, zy, zz, zzc, zzd, zzf, zzh, zzi, zzj, zzk, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzzc, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzm, zzzo, zzzp, zzzq, zzzt, zzzu, y, zb, zu, zzb, zze, zzl, zzzl, zr, zzzs
(q, u): e, l, m, r, a, f, t, x, z, zn, zs, zzb, zzf, zzh, zd, zr, zzm, zzn, zzx, b, c, d, g, h, i, j, k, n, o, p, s, v, w, y, za, zb, zc, ze, zf, zh, zi, zj, zk, zl, zm, zo, zq, zt, zu, zv, zw, zx, zy, zz, zza, zzd, zze, zzg, zzi, zzj, zzk, zzl, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzy, zzz, zzza, zzzb, zzzc, zzzd, zzze, zzzf, zzzh, zzzi, zzzj, zzzk, zzzl, zzzm, zzzn, zzzo, zzzp, zzzq, zzzr, zzzs, zzzt, zzzu, zzzv, zg, zp, zzc, zzzg
(q, v): c, i, l, m, j, b, d, o, za, zo, zza, zzzn, zzzr, zzzv, s, zi, zq, zzg, zzza, zzzb, zzzh, a, e, f, h, g, k, n, p, r, t, u, w, x, z, zc, zd, ze, zf, zg, zh, zj, zk, zl, zm, zn, zp, zs, zt, zv, zw, zx, zy, zz, zzc, zzd, zzf, zzh, zzi, zzj, zzk, zzm, zzn, zzo, zzp, zzq, zzr, zzs, zzt, zzu, zzv, zzw, zzx, zzy, zzz, zzzc, zzzd, zzze, zzzf, zzzg, zzzi, zzzj, zzzk, zzzm, zzzo, zzzp, zzzq, zzzt, zzzu, y, zb, zu, zzb, zze, zzl, zzzl, zr, zzzs
